"Informazioni cronologiche","Mothertongue ","Second Language","You showed up an hour late for a dinner with your friends. ","You borrowed your father’s keys but you lost them. Your father needs them back.","You had just left the restaurant and you are checking the receipt, you noticed that you had paid less than you should have","You were supposed to go to a friend’s graduation party but forgot to do so because you had a job interview.","You accidentally run into the women’s toilet/men’s toilet while in a Pub.","You are eating an ice cream in a crowed place and it falls on a stranger's shoe","You had been invited to a dinner party and you forgot to take with you the bottle of wine that you have promised to bring ","You suggested an answer to a friend during an exam and you found out later that it was wrong"
"2019/12/03 1:15:26 PM CET","English","English","2","5 (severe)","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:16:42 PM CET","English","","4","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 1:17:09 PM CET","English","English","2","4","1 (not severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","4"
"2019/12/03 1:17:22 PM CET","Other","Other","4","5 (severe)","3 (somewhat severe)","2","5 (severe)","4","2","3 (somewhat severe)"
"2019/12/03 1:17:50 PM CET","English","Other","5 (severe)","4","2","1 (not severe)","1 (not severe)","4","3 (somewhat severe)","2"
"2019/12/03 1:18:01 PM CET","English","Other","4","2","2","2","1 (not severe)","4","2","2"
"2019/12/03 1:18:40 PM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","2","2","3 (somewhat severe)","2"
"2019/12/03 1:19:59 PM CET","English","Other","4","4","3 (somewhat severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 1:21:21 PM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 1:22:04 PM CET","English","Other","4","3 (somewhat severe)","2","1 (not severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/03 1:22:42 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","2","2","1 (not severe)"
"2019/12/03 1:23:53 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 1:24:19 PM CET","English","English","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/03 1:24:39 PM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","4","2","2","2"
"2019/12/03 1:24:48 PM CET","Other","English","3 (somewhat severe)","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 1:25:38 PM CET","English","Other","5 (severe)","3 (somewhat severe)","4","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 1:25:40 PM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 1:26:30 PM CET","English","Other","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 1:27:53 PM CET","English","","4","3 (somewhat severe)","5 (severe)","2","1 (not severe)","3 (somewhat severe)","4","2"
"2019/12/03 1:28:46 PM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 1:29:09 PM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:29:18 PM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:29:27 PM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","4","4"
"2019/12/03 1:29:29 PM CET","English","Other","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 1:29:38 PM CET","English","","4","5 (severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 1:29:49 PM CET","English","Other","4","5 (severe)","2","2","2","2","1 (not severe)","1 (not severe)"
"2019/12/03 1:30:00 PM CET","English","Other","4","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:30:16 PM CET","English","","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 1:30:17 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:31:03 PM CET","English","English","3 (somewhat severe)","4","5 (severe)","4","2","2","3 (somewhat severe)","5 (severe)"
"2019/12/03 1:31:14 PM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 1:32:08 PM CET","English","","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 1:32:31 PM CET","English","","4","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 1:32:35 PM CET","English","English","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 1:32:54 PM CET","English","Other","5 (severe)","2","1 (not severe)","4","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 1:33:09 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 1:33:23 PM CET","English","","2","3 (somewhat severe)","3 (somewhat severe)","4","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 1:33:34 PM CET","English","Other","5 (severe)","5 (severe)","4","4","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:34:36 PM CET","Italian","English","4","3 (somewhat severe)","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 1:35:57 PM CET","English","Other","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 1:36:54 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","5 (severe)","5 (severe)","5 (severe)"
"2019/12/03 1:37:00 PM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 1:37:26 PM CET","English","English","3 (somewhat severe)","4","2","4","3 (somewhat severe)","3 (somewhat severe)","4","4"
"2019/12/03 1:37:32 PM CET","English","English","4","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 1:37:48 PM CET","English","Other","5 (severe)","4","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 1:38:18 PM CET","English","","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2"
"2019/12/03 1:38:42 PM CET","English","Other","5 (severe)","4","4","2","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 1:40:05 PM CET","English","English","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 1:40:28 PM CET","English","English","4","2","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:41:42 PM CET","Italian","English","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 1:41:46 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:42:02 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","5 (severe)","2","1 (not severe)"
"2019/12/03 1:42:48 PM CET","English","","4","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","2","5 (severe)"
"2019/12/03 1:43:22 PM CET","English","Other","3 (somewhat severe)","4","4","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)"
"2019/12/03 1:44:50 PM CET","English","","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)","2","2"
"2019/12/03 1:45:08 PM CET","Italian","English","3 (somewhat severe)","4","2","5 (severe)","1 (not severe)","4","4","3 (somewhat severe)"
"2019/12/03 1:45:14 PM CET","English","Other","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 1:45:29 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:45:34 PM CET","Other","English","4","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 1:47:37 PM CET","English","English","4","2","3 (somewhat severe)","2","4","1 (not severe)","2","1 (not severe)"
"2019/12/03 1:48:44 PM CET","English","Other","4","4","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 1:49:01 PM CET","Other","English","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:49:05 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","4","2","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 1:49:26 PM CET","English","Other","5 (severe)","2","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 1:49:34 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 1:49:35 PM CET","Other","English","2","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","4","2","1 (not severe)"
"2019/12/03 1:49:50 PM CET","Other","English","5 (severe)","5 (severe)","2","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:50:06 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 1:50:53 PM CET","English","English","1 (not severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 1:51:53 PM CET","English","Other","2","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 1:51:59 PM CET","English","English","4","4","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:53:33 PM CET","English","English","4","5 (severe)","5 (severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 1:53:39 PM CET","Other","Other","2","4","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","5 (severe)"
"2019/12/03 1:53:44 PM CET","Other","English","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","3 (somewhat severe)"
"2019/12/03 1:54:22 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","2","2","2"
"2019/12/03 1:55:03 PM CET","English","Other","4","4","2","1 (not severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:55:07 PM CET","English","Other","4","4","4","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 1:55:20 PM CET","English","Other","2","4","2","2","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/03 1:55:42 PM CET","English","Other","4","4","2","3 (somewhat severe)","2","2","2","3 (somewhat severe)"
"2019/12/03 1:57:29 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 1:58:09 PM CET","English","English","3 (somewhat severe)","5 (severe)","5 (severe)","3 (somewhat severe)","4","2","4","1 (not severe)"
"2019/12/03 1:58:13 PM CET","English","Other","4","5 (severe)","5 (severe)","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 1:58:50 PM CET","English","","4","4","5 (severe)","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 1:59:13 PM CET","English","English","4","2","1 (not severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 2:01:25 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 2:01:48 PM CET","English","English","3 (somewhat severe)","5 (severe)","2","1 (not severe)","4","2","2","4"
"2019/12/03 2:02:05 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 2:02:16 PM CET","English","","2","4","3 (somewhat severe)","4","2","4","3 (somewhat severe)","2"
"2019/12/03 2:02:34 PM CET","English","English","3 (somewhat severe)","4","4","3 (somewhat severe)","2","2","2","1 (not severe)"
"2019/12/03 2:03:32 PM CET","English","","4","5 (severe)","2","3 (somewhat severe)","1 (not severe)","2","2","4"
"2019/12/03 2:04:47 PM CET","Other","English","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 2:05:02 PM CET","English","","4","5 (severe)","1 (not severe)","2","2","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/03 2:05:11 PM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","4","3 (somewhat severe)","2"
"2019/12/03 2:05:24 PM CET","English","","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 2:05:26 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 2:06:03 PM CET","English","English","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 2:06:05 PM CET","English","Other","2","2","2","2","2","2","2","2"
"2019/12/03 2:07:13 PM CET","English","Other","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","2"
"2019/12/03 2:08:35 PM CET","English","English","4","5 (severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 2:08:43 PM CET","Italian","English","3 (somewhat severe)","5 (severe)","2","4","3 (somewhat severe)","3 (somewhat severe)","2","2"
"2019/12/03 2:11:05 PM CET","Italian","English","4","5 (severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 2:11:13 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 2:14:10 PM CET","English","Other","2","3 (somewhat severe)","4","2","3 (somewhat severe)","3 (somewhat severe)","4","2"
"2019/12/03 2:14:44 PM CET","English","Other","2","3 (somewhat severe)","2","1 (not severe)","2","3 (somewhat severe)","2","4"
"2019/12/03 2:16:55 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 2:17:44 PM CET","English","","5 (severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)"
"2019/12/03 2:17:47 PM CET","English","Other","3 (somewhat severe)","5 (severe)","5 (severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","4"
"2019/12/03 2:18:10 PM CET","English","Other","4","5 (severe)","1 (not severe)","2","3 (somewhat severe)","2","4","2"
"2019/12/03 2:19:19 PM CET","English","English","5 (severe)","5 (severe)","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 2:19:34 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 2:20:17 PM CET","English","","3 (somewhat severe)","5 (severe)","2","1 (not severe)","4","4","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 2:20:30 PM CET","English","Other","4","4","2","2","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 2:21:36 PM CET","English","Other","2","2","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 2:22:22 PM CET","Other","English","5 (severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)","2","4"
"2019/12/03 2:22:47 PM CET","English","Other","2","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 2:23:33 PM CET","English","","5 (severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","2","4","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 2:24:38 PM CET","English","Other","3 (somewhat severe)","2","1 (not severe)","2","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 2:24:56 PM CET","English","","4","5 (severe)","2","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)"
"2019/12/03 2:25:57 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/03 2:26:47 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 2:27:41 PM CET","Other","English","2","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 2:28:30 PM CET","English","English","4","3 (somewhat severe)","2","2","4","2","2","2"
"2019/12/03 2:29:47 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","2","2","2","1 (not severe)"
