sex,age,housemates,city,nationality,region,qualification,working status,weight,bed time,sleeping hours,sleep importance,smoke,smoke begin,smoke object,drugs kind,drugs frequency,drugs,teetotaler,beer,wine,liquors,drinks,sport importance,sport,sport frequency,sport effort,sport diet,work distance,work transportation,bike,bike frequency,walk frequency,steps app,eating habit,food supplements,supplement frequency,supplement reason,nutritional values,which values,food shopping,food quality,skip meals,which meals skip,water a-day,sugary drinks,food impact on health,food weigh,cooking,cooking frequency,eating habits change,change reason,age at change,vegetables,carbohidrates,legumes,cheese,meat,fish,eggs,fruits morning,dried nuts morning,snacks morning,fruits evening,dried nuts evening,snacks evening,fast food a month,frozen food a month,delivered food a month,sleeping hours code,bike code,walks code,sugary drinks code,diet health score,lifestyle score
Male,20.0,Parents,Town,Italia,Nord,High school diploma,"Student,Part time ",73.0,Before 23,4-6,100.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,0.0,3.0,0.0,0.0,100.0,Yes,3.0,80.0,Yes,Less than 1 km,car,Yes,Rarely,Almost always,Yes,No,Yes,Occasionally,Sport,Yes,Calories,Parents,44.0,No,None,Between 1 and 2 liters,Sometimes,100.0,No,Yes,Often,Yes,Body shape,15,8.0,10.0,2.0,5.0,8.0,3.0,1.0,3.0,1.0,2.0,5.0,2.0,5.0,8.0,10.0,1.0,0,4,0,4,0.2530068857164964,-0.6935629443938167
Male,21.0,Parents,City,Italia,Nord,High school diploma,Full time,64.0,Between 23 and 1,7-8,69.0,Occasionally,None,None,None,None,No,No,2.0,0.0,0.0,2.0,77.0,Yes,4.0,76.0,Yes,Between 1 and 5 km,car,No,I've go no bike,Rarely,No,No,Yes,Occasionally,Personal choices,No,None,Parents,26.0,Yes,Breakfast,Less than 1 liter,Often,75.0,No,Yes,Sometimes,No,None,None,2.0,6.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2,2,3,2,-0.713346423649542,-0.007625849994504611
Female,21.0,Parents,City,Italia,Nord,High school diploma,"Student,Part time ",42.0,Between 23 and 1,6-7,85.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,87.0,Yes,4.0,72.0,Yes,More than 5 km,"car,public transportation",No,I've go no bike,Often,Yes,No,Yes,Often,Medical needs,Sometimes,None,Parents,61.0,Yes,Breakfast,Less than 1 liter,Rarely,86.0,Yes,Yes,Almost always,Yes,Sport,14,7.0,7.0,5.0,0.0,4.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,5.0,0.0,5.0,4.0,1,2,2,3,-0.2919072641476704,-0.16591902562511515
Male,22.0,Alone,Town,Italia,Islands,High school diploma,Part time ,63.0,Between 23 and 1,7-8,100.0,Yes,Before 18,Sigaretta,None,None,No,No,2.0,3.0,3.0,2.0,0.0,No,0.0,50.0,None,Between 1 and 5 km,walking,No,I've go no bike,Almost always,Yes,No,No,None,None,No,None,Me,50.0,Yes,Lunch,More than 2 liters,Almost never,100.0,Yes,Yes,Often,Yes,Living alone,19,7.0,5.0,0.0,0.0,7.0,1.0,1.0,7.0,0.0,7.0,1.0,0.0,1.0,3.0,8.0,1.0,2,2,0,1,-0.8246576261583027,-0.8782383159628623
Female,20.0,Parents,Town,Italia,Nord,High school diploma,"Student,Part time ",47.0,After 1,6-7,98.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,2.0,2.0,1.0,1.0,31.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",Yes,Almost never,Sometimes,Yes,No,Yes,Often,Medical needs,Sometimes,None,Parents,33.0,Yes,"Breakfast,Dinner",More than 2 liters,Rarely,81.0,Yes,Yes,Almost always,Yes,End of High School,18,9.0,1.0,0.0,2.0,9.0,2.0,0.0,3.0,1.0,5.0,5.0,1.0,2.0,13.0,2.0,4.0,1,1,4,3,-0.6065555762545716,-1.9599083494387002
Male,23.0,With a partner,Metropolis,Italia,Sud,High school diploma,Student,64.0,Between 23 and 1,8-9,90.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,16.0,No,0.0,50.0,None,Between 1 and 5 km,bike,Yes,Almost always,Rarely,No,No,No,None,None,No,None,Me,17.0,No,None,Less than 1 liter,Almost never,63.0,No,Yes,Almost always,Yes,Living alone,19,4.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3,0,3,1,-0.7271099089879757,-0.16591902562511515
Female,19.0,Parents,Town,Italia,Nord,High school diploma,"Student,Part time ",55.0,Between 23 and 1,4-6,75.0,Yes,After 18,"Sigaretta,Tabacco da rollare,Sigaretta elettronica",None,None,No,No,1.0,0.0,1.0,0.0,66.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",No,I've go no bike,Almost never,No,Vegetarian,No,None,None,Sometimes,None,Parents,28.0,Yes,Breakfast,Less than 1 liter,Sometimes,82.0,No,No,I can't cook,No,None,None,14.0,14.0,8.0,10.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,0,2,1,4,0.8525150202522208,-2.3028768966383564
Female,54.0,Parents,Town,Italia,Nord,High school diploma,Full time,57.0,Between 23 and 1,7-8,100.0,Yes,Before 18,Sigaretta,Light,Occasionally,Yes,No,1.0,2.0,0.0,1.0,100.0,Yes,5.0,100.0,No,Between 1 and 5 km,"bike,walking",Yes,Often,Almost always,Yes,No,No,None,None,No,None,Me,100.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,Body shape,52,9.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2,3,0,1,1.0137273033188732,0.7310756362816775
Female,23.0,Parents,Town,Italia,Nord,High school diploma,"Student,Part time ",64.0,After 1,6-7,87.0,Yes,After 18,Sigaretta,None,None,No,No,4.0,0.0,0.0,3.0,69.0,Yes,3.0,51.0,No,Less than 1 km,"car,walking",Yes,Almost never,Almost never,No,No,No,None,None,No,None,Parents,89.0,No,None,Between 1 and 2 liters,Rarely,70.0,Yes,Yes,Often,Yes,None,20,6.0,6.0,4.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1,1,1,3,-0.07482149412245308,-1.0892958834703428
Female,20.0,Parents,Town,Italia,Nord,High school diploma,Student,66.0,Before 23,7-8,69.0,Yes,After 18,Tabacco da rollare,None,None,No,No,0.0,0.0,0.0,3.0,26.0,No,0.0,50.0,None,More than 5 km,public transportation,Yes,Almost never,Sometimes,Yes,No,No,None,None,No,None,Parents,70.0,No,None,Less than 1 liter,Sometimes,73.0,No,Yes,Almost always,Yes,Body shape,17,4.0,7.0,6.0,3.0,6.0,2.0,0.0,2.0,3.0,6.0,0.0,2.0,7.0,4.0,2.0,0.0,2,1,4,4,-0.9420716456732885,-0.5088875728247713
Female,24.0,Flatmates,City,Italia,Sud,High school diploma,Part time ,56.0,After 1,7-8,92.0,Yes,Before 18,"Tabacco da rollare,Altro:",Light,Occasionally,Yes,No,4.0,3.0,1.0,2.0,100.0,No,0.0,50.0,None,Between 1 and 5 km,walking,No,I've go no bike,Almost always,No,No,Yes,Occasionally,Medical needs,Sometimes,None,Parents,16.0,Yes,Breakfast,Between 1 and 2 liters,Often,90.0,No,Yes,Often,Yes,Living alone,22,2.0,10.0,2.0,6.0,6.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,5.0,2.0,2,2,0,2,-1.3784610308297909,-1.8016151738080899
Male,23.0,Flatmates,Town,Italia,Nord,High school diploma,Full time,76.0,Before 23,6-7,67.0,No,None,None,None,None,No,No,1.0,1.0,0.0,0.0,78.0,Yes,3.0,16.0,No,Less than 1 km,walking,No,I've go no bike,Sometimes,Yes,No,No,None,None,Yes,"Calories,Chemicals",Me,100.0,No,None,More than 2 liters,Almost never,95.0,Yes,Yes,Often,Yes,"Body shape,Sport",22,5.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1,2,4,1,-0.5877930363813054,1.7599812778806456
Female,22.0,Parents,Metropolis,Italia,Nord,High school diploma,Student,51.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,2.0,3.0,0.0,1.0,100.0,Yes,3.0,91.0,No,More than 5 km,"public transportation,walking",Yes,Almost never,Often,Yes,No,No,None,None,Yes,Calories,Parents,100.0,Yes,Dinner,More than 2 liters,Rarely,100.0,Yes,Yes,Sometimes,Yes,"Body shape,Sport",20,14.0,7.0,3.0,2.0,7.0,7.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1,1,2,3,1.6113615192012634,-0.11315463374824519
Male,21.0,Parents,Town,Italia,Nord,High school diploma,Student,76.0,Between 23 and 1,7-8,91.0,Yes,After 18,Sigaretta,None,None,No,No,2.0,4.0,0.0,1.0,100.0,Yes,4.0,87.0,Yes,More than 5 km,public transportation,Yes,Rarely,Sometimes,Yes,No,No,None,None,Yes,Calories,Parents,76.0,No,None,Between 1 and 2 liters,Rarely,92.0,Yes,Yes,Often,Yes,Body shape,19,10.0,13.0,3.0,6.0,13.0,10.0,6.0,3.0,1.0,0.0,6.0,4.0,1.0,2.0,6.0,4.0,2,4,4,3,0.32148286382180086,0.2034317175129759
Female,25.0,Flatmates,Metropolis,Italia,Nord,Master's degree,Unemployed,53.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,1.0,58.0,No,0.0,50.0,None,Between 1 and 5 km,walking,No,I've go no bike,Almost always,No,Other,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,100.0,Yes,"Breakfast,Lunch,Dinner",Between 1 and 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,"Living alone,Vegetarianism,Body shape",21,14.0,1.0,7.0,4.0,4.0,5.0,4.0,1.0,7.0,1.0,5.0,5.0,1.0,0.0,0.0,2.0,1,2,0,1,1.9022530117863332,-0.5088875728247713
Female,28.0,With a partner,Metropolis,Italia,Nord,Master's degree,Full time,70.0,Before 23,6-7,100.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,1.0,1.0,0.0,0.0,100.0,Yes,3.0,72.0,Yes,More than 5 km,public transportation,No,I've go no bike,Rarely,Yes,No,No,None,None,Yes,Calories,Me,67.0,No,None,More than 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,Sport,21,13.0,10.0,1.0,2.0,10.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,4.0,1,2,3,1,0.94502164208585,0.8366044200354178
Male,20.0,Parents,Town,Italia,Nord,High school diploma,Student,72.0,After 1,4-6,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,6.0,100.0,Yes,More than 5 km,public transportation,Yes,Sometimes,Sometimes,No,No,Yes,Often,Personal choices,Yes,Calories,Me,0.0,No,None,More than 2 liters,Almost never,100.0,Yes,Yes,Almost always,Yes,Body shape,18,7.0,14.0,0.0,3.0,12.0,1.0,2.0,7.0,4.0,5.0,5.0,5.0,1.0,1.0,15.0,0.0,0,5,4,1,-0.41995513812913793,0.01875634594393037
Female,20.0,Parents,Town,Italia,Nord,High school diploma,Part time ,49.0,Between 23 and 1,7-8,65.0,Yes,Before 18,Altro:,None,None,No,Yes,0.0,0.0,0.0,0.0,78.0,Yes,4.0,72.0,Yes,More than 5 km,car,Yes,Almost never,Rarely,No,No,No,None,None,Yes,"Calories,Chemicals",Me,49.0,No,None,Between 1 and 2 liters,Almost never,69.0,Yes,Yes,Almost always,Yes,Body shape,18,7.0,7.0,3.0,4.0,5.0,1.0,2.0,6.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2,1,3,1,0.4835667774633511,0.2034317175129759
Male,18.0,Parents,Town,Italia,Nord,Middle school,Unemployed,76.0,Between 23 and 1,4-6,68.0,Yes,Before 18,Sigaretta,None,None,No,No,1.0,3.0,1.0,6.0,28.0,No,0.0,50.0,None,Less than 1 km,public transportation,No,I've go no bike,Sometimes,No,No,No,None,None,No,None,Parents,70.0,Yes,Breakfast,Between 1 and 2 liters,Often,61.0,No,Yes,Almost always,Yes,Body shape,16,7.0,11.0,1.0,8.0,8.0,6.0,5.0,0.0,0.0,5.0,0.0,2.0,6.0,0.0,8.0,0.0,0,2,4,2,-0.6496735012336408,-1.8543795656849598
Female,22.0,Parents,City,Italia,Nord,High school diploma,"Student,Part time ",78.0,Between 23 and 1,6-7,74.0,Yes,After 18,"Sigaretta,Tabacco da rollare",Light,Occasionally,Yes,No,5.0,0.0,1.0,2.0,0.0,No,0.0,50.0,None,More than 5 km,"public transportation,bike,walking",Yes,Often,Rarely,No,No,Yes,Occasionally,Personal choices,Yes,"Calories,Chemicals",Me,30.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,84.0,No,Yes,Almost always,No,None,None,10.0,14.0,4.0,8.0,4.0,2.0,5.0,5.0,2.0,0.0,7.0,2.0,1.0,3.0,0.0,2.0,1,3,3,3,1.2146871506984689,-0.4033587890710308
Male,22.0,Flatmates,Metropolis,Italia,Nord,High school diploma,Student,54.0,After 1,6-7,85.0,Yes,Before 18,Tabacco da rollare,Light,Often,Yes,No,1.0,3.0,1.0,1.0,100.0,Yes,3.0,63.0,No,Between 1 and 5 km,walking,No,I've go no bike,Almost always,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,22.0,Yes,"Breakfast,Lunch",Less than 1 liter,Often,99.0,Yes,Yes,Sometimes,Yes,Living alone,19,1.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1,2,0,2,-1.6979629950633424,-0.8518561200244271
Male,19.0,Parents,City,Italia,Sud,Middle school,Part time ,80.0,After 1,7-8,77.0,Occasionally,None,None,None,None,No,No,2.0,1.0,1.0,1.0,73.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,No,None,Parents,63.0,No,None,Between 1 and 2 liters,Often,83.0,No,Yes,Sometimes,No,None,None,1.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,15.0,10.0,3.0,2,2,4,2,-1.6643312093545473,-1.5377932144237392
Male,21.0,Parents,Town,Italia,Nord,High school diploma,Student,77.0,After 1,7-8,85.0,Yes,Before 18,"Sigaretta,Tabacco da rollare",Light,Occasionally,Yes,No,4.0,7.0,1.0,2.0,81.0,Yes,3.0,79.0,No,More than 5 km,"car,public transportation",Yes,Almost never,Rarely,No,No,No,None,None,Sometimes,None,Parents,28.0,No,None,More than 2 liters,Rarely,76.0,No,Yes,Rarely,No,None,None,12.0,12.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0,2.0,2,1,3,3,0.8068102903879847,-1.8279973697465248
Female,28.0,With a partner,Metropolis,Italia,Sud,High school diploma,Part time ,58.0,Before 23,7-8,100.0,Yes,After 18,Tabacco da rollare,Light,Occasionally,Yes,No,1.0,0.0,0.0,0.0,100.0,Yes,6.0,100.0,No,Between 1 and 5 km,"public transportation,bike,walking",Yes,Often,Almost always,No,No,No,None,None,Sometimes,None,Me,43.0,No,None,Between 1 and 2 liters,Rarely,87.0,No,Yes,Almost always,Yes,"Living alone,Vegetarianism,Sport",None,7.0,14.0,10.0,9.0,9.0,4.0,8.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,2,3,0,3,0.692096071345138,1.4433949266194246
Male,20.0,Parents,Town,Italia,Nord,High school diploma,Student,78.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,1.0,26.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",Yes,Almost never,Almost never,Yes,No,No,None,None,Sometimes,None,Parents,100.0,No,None,Between 1 and 2 liters,Rarely,100.0,No,Yes,Sometimes,No,None,None,6.0,14.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,4.0,1,1,1,3,-1.0555958880253602,-0.8782383159628623
Female,25.0,Parents,Town,Italia,Nord,Master's degree,Student,73.0,Between 23 and 1,6-7,100.0,No,None,None,None,None,No,No,1.0,1.0,1.0,1.0,100.0,Yes,2.0,51.0,No,More than 5 km,public transportation,Yes,Almost never,Almost never,No,No,No,None,None,Sometimes,None,Parents,63.0,No,None,Between 1 and 2 liters,Rarely,86.0,No,No,I can't cook,Yes,Living alone,"24, ma solo in Erasmus",10.0,14.0,1.0,6.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1,1,1,3,-0.21448021501368275,-1.1156780794087777
Male,25.0,With a partner,Metropolis,Italia,Center,Bachelor degree,Full time,66.0,After 1,6-7,100.0,No,None,None,None,None,No,No,2.0,0.0,0.0,1.0,74.0,No,0.0,50.0,None,More than 5 km,public transportation,No,I've go no bike,Often,No,No,No,None,None,Sometimes,None,Me,69.0,Yes,Lunch,Between 1 and 2 liters,Sometimes,89.0,No,Yes,Sometimes,Yes,Living alone,20,4.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,7.0,3.0,1,2,2,4,-0.9523908127864356,-2.170965916946181
Female,21.0,Parents,Town,Italia,Nord,High school diploma,Student,52.0,Between 23 and 1,6-7,60.0,Occasionally,None,None,None,None,No,No,1.0,1.0,1.0,1.0,100.0,Yes,6.0,88.0,Yes,More than 5 km,"car,public transportation",Yes,Rarely,Rarely,No,No,Yes,Often,Sport,Sometimes,None,Me,43.0,Yes,Lunch,Between 1 and 2 liters,Sometimes,22.0,Yes,Yes,Sometimes,Yes,"End of High School,Body shape,Sport",17,1.0,11.0,0.0,4.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1,4,3,4,-1.1883854690167224,0.3617248931435864
Female,22.0,Parents,City,Italia,Nord,High school diploma,Student,48.0,Between 23 and 1,7-8,90.0,Yes,Before 18,Sigaretta,None,None,No,No,0.0,0.0,1.0,0.0,100.0,Yes,3.0,94.0,No,More than 5 km,"public transportation,bike",Yes,Often,Often,No,No,No,None,None,No,None,Parents,19.0,No,None,Less than 1 liter,Sometimes,68.0,No,No,I can't cook,No,None,None,3.0,12.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,10.0,2.0,2,3,2,4,-1.0272483696428913,0.3353426972051515
Female,20.0,Flatmates,Metropolis,Italia,Nord,High school diploma,Part time ,51.0,Between 23 and 1,4-6,100.0,Yes,Before 18,Sigaretta,None,None,No,No,3.0,4.0,0.0,9.0,50.0,No,0.0,50.0,None,Between 1 and 5 km,public transportation,Yes,Almost never,Almost never,Yes,No,No,None,None,No,None,Only delivery,0.0,Yes,"Breakfast,Lunch,Dinner",Between 1 and 2 liters,Often,100.0,No,No,I can't cook,Yes,Living alone,19,1.0,12.0,10.0,0.0,2.0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,3.0,7.0,7.0,5.0,0,1,1,2,-0.6775368420030223,-2.856903011345493
Male,23.0,Parents,Town,Italia,Nord,High school diploma,"Student,Part time ",66.0,Between 23 and 1,7-8,100.0,Yes,Before 18,"Sigaretta,Tabacco da rollare,Sigaretta elettronica",None,None,No,No,1.0,1.0,1.0,0.0,100.0,No,0.0,50.0,None,Less than 1 km,car,No,I've go no bike,Almost never,No,No,No,None,None,Sometimes,None,Parents,79.0,Yes,"Breakfast,Lunch,Dinner",More than 2 liters,Almost always,100.0,No,Yes,Rarely,Yes,End of High School,19,2.0,14.0,2.0,14.0,14.0,1.0,3.0,5.0,0.0,7.0,5.0,0.0,7.0,25.0,25.0,3.0,2,2,1,0,-2.1542342211793253,-0.8782383159628623
Female,22.0,Parents,Metropolis,Italia,Nord,High school diploma,Student,64.0,Between 23 and 1,8-9,100.0,No,None,None,None,None,No,No,0.0,1.0,0.0,1.0,27.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",Yes,Sometimes,Sometimes,Yes,Semi-vegetarian,No,None,None,Yes,Chemicals,Me,50.0,No,None,More than 2 liters,Sometimes,100.0,Yes,Yes,Almost always,Yes,Vegetarianism,15,14.0,14.0,8.0,4.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,0.0,1.0,3.0,3,5,4,4,1.8672649953073077,0.28257830532828115
Female,25.0,Parents,City,Italia,Nord,Master's degree,Unemployed,73.0,Before 23,7-8,75.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,39.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",Yes,Sometimes,Often,No,No,No,None,None,Sometimes,None,Me,88.0,No,None,Between 1 and 2 liters,Almost never,62.0,No,Yes,Almost always,Yes,Living alone,23,10.0,7.0,0.0,7.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2,5,2,1,-0.4047648620018026,0.572782460651067
Female,26.0,Parents,City,Italia,Nord,High school diploma,Full time,54.0,After 1,7-8,88.0,No,None,None,None,None,No,No,0.0,1.0,0.0,1.0,78.0,No,0.0,50.0,None,Between 1 and 5 km,car,No,I've go no bike,Sometimes,No,No,No,None,None,No,None,Parents,68.0,No,None,Less than 1 liter,Almost never,99.0,No,Yes,Almost always,No,None,None,14.0,8.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,4,1,0.19582757063361428,-1.194824667224083
Male,22.0,Parents,Town,Italia,Nord,High school diploma,Student,65.0,Between 23 and 1,7-8,89.0,No,None,None,None,None,No,No,2.0,0.0,0.0,1.0,71.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",Yes,Almost never,Sometimes,Yes,No,No,None,None,No,None,Parents,74.0,No,None,Between 1 and 2 liters,Almost never,79.0,No,Yes,Often,No,None,None,6.0,10.0,1.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,2,1,4,1,-0.5373453578181131,-0.6935629443938167
Female,24.0,Flatmates,Metropolis,Italia,Nord,High school diploma,Student,60.0,Between 23 and 1,8-9,84.0,Yes,Before 18,Sigaretta,None,None,No,No,1.0,1.0,2.0,0.0,70.0,Yes,2.0,61.0,No,More than 5 km,public transportation,No,I've go no bike,Often,Yes,No,No,None,None,Sometimes,None,Me,38.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,70.0,No,Yes,Often,Yes,Body shape,16,4.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3,2,2,3,-0.7383360428390625,-0.7463273362706867
Male,27.0,Alone,Town,Italia,Nord,High school diploma,Full time,82.0,Between 23 and 1,6-7,77.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,1.0,0.0,0.0,0.0,24.0,No,0.0,50.0,None,More than 5 km,car,Yes,Almost never,Sometimes,No,No,No,None,None,Sometimes,None,Me,50.0,No,None,Less than 1 liter,Sometimes,72.0,No,Yes,Often,Yes,Living alone,21,5.0,10.0,2.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,10.0,1.0,1,1,4,4,-0.8134470309220376,-1.1420602753472129
Female,22.0,Parents,Town,Italia,Nord,Bachelor degree,Full time,65.0,Between 23 and 1,6-7,71.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,11.0,2.0,0.0,4.0,100.0,Yes,3.0,100.0,No,More than 5 km,car,Yes,Sometimes,Rarely,No,No,No,None,None,Sometimes,None,Parents,50.0,Yes,Dinner,Between 1 and 2 liters,Almost never,80.0,No,Yes,Rarely,No,None,None,14.0,14.0,5.0,9.0,10.0,5.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1,5,3,1,0.9140359382486034,-0.13953682968668002
Female,22.0,Parents,Town,Italia,Nord,High school diploma,Student,61.0,Between 23 and 1,7-8,80.0,No,None,None,None,None,No,No,0.0,1.0,0.0,1.0,26.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",No,I've go no bike,Often,No,No,No,None,None,Sometimes,None,Parents,41.0,No,None,Between 1 and 2 liters,Almost never,36.0,Yes,Yes,Sometimes,Yes,Body shape,21,5.0,7.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2,2,2,1,-0.33910134904785255,-0.08677243780980988
Female,22.0,Parents,Town,Italia,Nord,High school diploma,Student,45.0,After 1,6-7,100.0,Occasionally,None,None,None,None,No,No,0.0,2.0,0.0,1.0,100.0,Yes,3.0,66.0,No,More than 5 km,public transportation,No,I've go no bike,Almost never,No,No,Yes,Occasionally,Medical needs,Sometimes,None,Parents,63.0,No,None,Between 1 and 2 liters,Almost never,100.0,Yes,Yes,Often,Yes,Body shape,20,14.0,14.0,2.0,2.0,5.0,3.0,1.0,7.0,0.0,7.0,7.0,7.0,7.0,1.0,2.0,3.0,1,2,1,1,1.3527662783940877,-1.0629136875319078
Male,24.0,With a partner,Metropolis,Italia,Nord,Bachelor degree,Full time,78.0,Between 23 and 1,7-8,59.0,No,None,None,None,None,No,No,0.0,0.0,0.0,1.0,74.0,Yes,2.0,62.0,No,Between 1 and 5 km,"car,public transportation",No,I've go no bike,Sometimes,Yes,No,No,None,None,No,None,Me,62.0,No,None,More than 2 liters,Rarely,87.0,Yes,Yes,Sometimes,Yes,End of High School,22,7.0,10.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,5.0,0.0,1.0,3.0,2,2,4,3,-0.5942239214946804,-0.21868341750198528
Female,20.0,Flatmates,Metropolis,Italia,Nord,High school diploma,Student,50.0,Between 23 and 1,7-8,77.0,No,None,None,None,None,No,No,0.0,0.0,0.0,1.0,70.0,No,0.0,50.0,None,Between 1 and 5 km,walking,Yes,Almost never,Sometimes,No,No,No,None,None,Sometimes,None,Me,56.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Often,Yes,Medical needs,13,5.0,10.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,3.0,2,1,4,1,-0.4737504566483879,0.15066732563610577
Female,59.0,With a partner,Town,Italia,Nord,High school diploma,Full time,54.0,Between 23 and 1,7-8,82.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,70.0,Yes,2.0,44.0,No,Between 1 and 5 km,walking,Yes,Almost never,Almost never,No,No,No,None,None,No,None,Me,77.0,No,None,Less than 1 liter,Often,66.0,No,Yes,Almost always,No,None,None,3.0,7.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2,1,1,2,-1.0620012148753124,0.01875634594393037
Male,22.0,Parents,Town,Italia,Nord,High school diploma,Student,71.0,Between 23 and 1,7-8,87.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,96.0,Yes,4.0,84.0,Yes,More than 5 km,car,No,I've go no bike,Rarely,No,No,Yes,Often,Sport,Sometimes,None,Parents,81.0,No,None,More than 2 liters,Sometimes,96.0,Yes,Yes,Often,Yes,Sport,21,4.0,14.0,4.0,8.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2,2,3,4,-0.6488715746505588,-0.2186834175019851
