sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1,ore_sonno_code,bici_code,pass_code,bibite_code,health,lifestyle
Femmina,19.0,Coinquilini,Metropoli  ,Italia,Sud,Maturità,Studente,101.0,65.0,Prima delle 23,8-9 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,100.0,Sì,5.0,78.0,No,Meno di 1 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,No,999,999,A volte,999,Io,100.0,Sì,Cena,Meno di 1 litro,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,12,6.0,1.0,6.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,3,1,2,2,-2.113310313036699,7.0
Femmina,20.0,Genitori/genitore,Citta,Italia,Nord,Maturità,Studente,206.0,51.0,Tra le 23 e l'1,7-8 ore,87.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,No,0.0,0.0,0.0,1.0,29.0,Sì,2.0,52.0,No,Tra 1 e 5 km,auto,Sì,Quasi mai,Raramente,Sì,No,No,999,999,No,999,Genitori,78.0,No,999,Tra 1 e 2 litri,Raramente,63.0,Sì,Sì,Quasi sempre,Sì,Per la mia forma fisica,13,6.0,9.0,3.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,2,1,3,3,-3.2242801608391716,0.3571428571428572
Femmina,21.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,101.0,55.0,Tra le 23 e l'1,9-10 ore,100.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,4.0,6.0,2.0,4.0,80.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,Raramente,Quasi mai,Sì,No,No,999,999,No,999,Io,60.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,71.0,Sì,Sì,Quasi sempre,No,999,999,12.0,8.0,10.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,4,3,1,2,1.149111908980271,-0.7857142857142856
Maschio,21.0,Genitori/genitore,Metropoli  ,Italia,Nord,Maturità,Lavoratore a tempo pieno,206.0,60.0,Tra le 23 e l'1,6-7 ore,69.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,2.0,1.0,1.0,0.0,57.0,No,0.0,50.0,999,Tra 1 e 5 km,metro,No,Quasi mai,Spesso,No,No,No,999,999,No,999,Genitori,100.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Raramente,72.0,No,Sì,A volte,No,999,999,7.0,7.0,3.0,6.0,8.0,3.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,3.0,2.0,1.0,1,1,4,3,-2.803884120548338,-1.0714285714285714
Femmina,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,208.0,48.0,Tra le 23 e l'1,7-8 ore,100.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,1.0,6.0,0.0,5.0,50.0,No,0.0,50.0,999,Più di 5 km,"metro,piedi",Sì,Quasi mai,Spesso,No,No,Sì,Occasionalmente,Scelte personali,No,999,Genitori,100.0,No,999,Tra 1 e 2 litri,A volte,87.0,No,Sì,A volte,No,999,999,10.0,12.0,4.0,8.0,6.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,2,1,4,0,0.2368723610679775,1.2857142857142856
Femmina,22.0,Genitori/genitore,Metropoli  ,Italia,Nord,Maturità,Studente,101.0,62.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,No,2.0,1.0,0.0,0.0,50.0,Sì,2.0,50.0,No,Più di 5 km,metro,No,Quasi mai,A volte,Sì,No,No,999,999,No,999,Genitori,50.0,No,999,Tra 1 e 2 litri,Raramente,90.0,No,Sì,A volte,No,999,999,5.0,7.0,2.0,7.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,2,1,0,3,-3.6405255761844875,-0.4285714285714286
Maschio,23.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Lavoratore a tempo pieno,127.0,81.0,Tra le 23 e l'1,4-6 ore,72.0,No,999,999,No,999,999,No,2.0,3.0,0.0,0.0,100.0,Sì,2.0,27.0,No,Più di 5 km,metro,Sì,A volte,Quasi sempre,Sì,No,No,999,999,A volte,999,Genitori,77.0,No,999,Più di 2 litri,Raramente,89.0,No,Sì,A volte,Sì,"Per la mia forma fisica,Per lo sport",16,10.0,12.0,5.0,8.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,3.0,3.0,0,0,2,3,-1.7814226139492755,-2.2142857142857144
Femmina,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,208.0,63.0,Tra le 23 e l'1,7-8 ore,99.0,Occasionalmente,999,999,No,999,999,No,2.0,1.0,0.0,2.0,82.0,Sì,3.0,58.0,No,Più di 5 km,metro,Sì,Quasi mai,Raramente,Sì,No,No,999,999,No,999,Genitori,60.0,No,999,Meno di 1 litro,A volte,65.0,No,Sì,A volte,No,999,999,6.0,6.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,2,1,3,0,-4.703398270054691,2.7857142857142856
Maschio,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,"Studente,Lavoratore part time",111.0,73.0,Prima delle 23,4-6 ore,100.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,0.0,3.0,0.0,0.0,100.0,Sì,3.0,80.0,Sì,Meno di 1 km,auto,Sì,Raramente,Quasi sempre,Sì,No,Sì,Occasionalmente,Per uno sport,Sì,"Calorie, grassi, zuccheri",Genitori,44.0,No,999,Tra 1 e 2 litri,A volte,100.0,No,Sì,Spesso,Sì,Per la mia forma fisica,15,8.0,10.0,2.0,5.0,8.0,3.0,1.0,3.0,1.0,2.0,0.0,5.0,2.0,5.0,3.0,8.0,10.0,1.0,0,3,2,0,-3.37985346048177,2.571428571428571
Maschio,21.0,Genitori/genitore,Citta,Italia,Nord,Maturità,Lavoratore a tempo pieno,208.0,64.0,Tra le 23 e l'1,7-8 ore,69.0,Occasionalmente,999,999,No,999,999,No,2.0,0.0,0.0,2.0,77.0,Sì,4.0,76.0,Sì,Tra 1 e 5 km,auto,No,Quasi mai,Raramente,No,No,Sì,Occasionalmente,Scelte personali,No,999,Genitori,26.0,Sì,Colazione,Meno di 1 litro,Spesso,75.0,No,Sì,A volte,No,999,999,2.0,6.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2,1,3,4,-4.95128203191034,1.4285714285714288
Femmina,21.0,Genitori/genitore,Citta,Italia,Nord,Maturità,"Studente,Lavoratore part time",188.0,42.0,Tra le 23 e l'1,6-7 ore,85.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,87.0,Sì,4.0,72.0,Sì,Più di 5 km,"auto,metro",No,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Necessità mediche,A volte,999,Genitori,61.0,Sì,Colazione,Meno di 1 litro,Raramente,86.0,Sì,Sì,Quasi sempre,Sì,Per lo sport,14,7.0,7.0,5.0,0.0,4.0,2.0,4.0,1.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,4.0,1,1,4,3,-1.8944756820329465,3.0
Maschio,22.0,Da solo,Paese ,Italia,Isole,Maturità,Lavoratore part time,121.0,63.0,Tra le 23 e l'1,7-8 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,No,2.0,3.0,3.0,2.0,0.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,No,999,999,No,999,Io,50.0,Sì,Pranzo,Più di 2 litri,Quasi mai,100.0,Sì,Sì,Spesso,Sì,Quando sono andato a vivere da solo,19,7.0,5.0,0.0,0.0,7.0,1.0,1.0,7.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,3.0,8.0,1.0,2,1,2,2,-2.2574299964999645,-0.4285714285714288
Femmina,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,"Studente,Lavoratore part time",196.0,47.0,Dopo l'1,6-7 ore,98.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,2.0,2.0,1.0,1.0,31.0,No,0.0,50.0,999,Più di 5 km,"auto,metro",Sì,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Necessità mediche,A volte,999,Genitori,33.0,Sì,"Colazione,Cena",Più di 2 litri,Raramente,81.0,Sì,Sì,Quasi sempre,Sì,Quando ho finito le superiori,18,9.0,1.0,0.0,2.0,9.0,2.0,0.0,3.0,1.0,5.0,0.0,5.0,1.0,2.0,4.0,13.0,2.0,4.0,1,1,0,3,-5.1310017666606775,-5.357142857142858
Maschio,23.0,Con un partner,Metropoli  ,Italia,Sud,Maturità,Studente,105.0,64.0,Tra le 23 e l'1,8-9 ore,90.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,16.0,No,0.0,50.0,999,Tra 1 e 5 km,bici,Sì,Quasi sempre,Raramente,No,No,No,999,999,No,999,Io,17.0,No,999,Meno di 1 litro,Quasi mai,63.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,4.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3,2,3,2,-5.643078279114187,3.0
Femmina,19.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,"Studente,Lavoratore part time",196.0,55.0,Tra le 23 e l'1,4-6 ore,75.0,Sì,Dopo i 18 anni,"Sigaretta,Tabacco da rollare,Sigaretta elettronica",No,999,999,No,1.0,0.0,1.0,0.0,66.0,No,0.0,50.0,999,Più di 5 km,"auto,metro",No,Quasi mai,Quasi mai,No,Vegetariano,No,999,999,A volte,999,Genitori,28.0,Sì,Colazione,Meno di 1 litro,A volte,82.0,No,No,Non so cucinare,No,999,999,14.0,14.0,8.0,10.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,0,1,1,0,0.43333333333333335,-2.7857142857142856
Femmina,54.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Lavoratore a tempo pieno,101.0,57.0,Tra le 23 e l'1,7-8 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,Sì,Leggere,Occasionalmente,No,1.0,2.0,0.0,1.0,100.0,Sì,5.0,100.0,No,Tra 1 e 5 km,"bici,piedi",Sì,Spesso,Quasi sempre,Sì,No,No,999,999,No,999,Io,100.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,52,9.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2,4,2,2,-0.18188809582924603,4.928571428571429
Femmina,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,97.0,66.0,Prima delle 23,7-8 ore,69.0,Sì,Dopo i 18 anni,Tabacco da rollare,No,999,999,No,0.0,0.0,0.0,3.0,26.0,No,0.0,50.0,999,Più di 5 km,metro,Sì,Quasi mai,A volte,Sì,No,No,999,999,No,999,Genitori,70.0,No,999,Meno di 1 litro,A volte,73.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,17,4.0,7.0,6.0,3.0,6.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,7.0,0.0,4.0,2.0,0.0,2,1,0,0,-2.7561674558938423,0.5714285714285714
Femmina,24.0,Coinquilini,Citta,Italia,Sud,Maturità,Lavoratore part time,210.0,56.0,Dopo l'1,7-8 ore,92.0,Sì,Prima dei 18 anni,"Tabacco da rollare,Altro:",Sì,Leggere,Occasionalmente,No,4.0,3.0,1.0,2.0,100.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,No,No,Sì,Occasionalmente,Necessità mediche,A volte,999,Genitori,16.0,Sì,Colazione,Tra 1 e 2 litri,Spesso,90.0,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,22,2.0,10.0,2.0,6.0,6.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,4.0,3.0,5.0,2.0,2,1,2,4,-6.509810948880915,-3.428571428571429
Maschio,23.0,Coinquilini,Paese ,Italia,Nord,Maturità,Lavoratore a tempo pieno,123.0,76.0,Prima delle 23,6-7 ore,67.0,No,999,999,No,999,999,No,1.0,1.0,0.0,0.0,78.0,Sì,3.0,16.0,No,Meno di 1 km,piedi,No,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,100.0,No,999,Più di 2 litri,Quasi mai,95.0,Sì,Sì,Spesso,Sì,"Per la mia forma fisica,Per lo sport",22,5.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1,1,0,2,-4.717971123697511,4.714285714285714
Femmina,22.0,Genitori/genitore,Metropoli  ,Italia,Nord,Maturità,Studente,208.0,51.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,2.0,3.0,0.0,1.0,100.0,Sì,3.0,91.0,No,Più di 5 km,"metro,piedi",Sì,Quasi mai,Spesso,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Genitori,100.0,Sì,Cena,Più di 2 litri,Raramente,100.0,Sì,Sì,A volte,Sì,"Per la mia forma fisica,Per lo sport",20,14.0,7.0,3.0,2.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,4,3,2.990005553446543,3.6428571428571423
Maschio,21.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,111.0,76.0,Tra le 23 e l'1,7-8 ore,91.0,Sì,Dopo i 18 anni,Sigaretta,No,999,999,No,2.0,4.0,0.0,1.0,100.0,Sì,4.0,87.0,Sì,Più di 5 km,metro,Sì,Raramente,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Genitori,76.0,No,999,Tra 1 e 2 litri,Raramente,92.0,Sì,Sì,Spesso,Sì,Per la mia forma fisica,19,10.0,13.0,3.0,6.0,13.0,10.0,6.0,3.0,1.0,0.0,5.0,6.0,4.0,1.0,3.0,2.0,6.0,4.0,2,3,0,3,-4.688989256268136,0.0
Femmina,25.0,Coinquilini,Metropoli  ,Italia,Nord,Laurea magistrale,Disoccupato,105.0,53.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,1.0,0.0,1.0,58.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,No,Altro,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,100.0,Sì,"Colazione,Pranzo,Cena",Tra 1 e 2 litri,Quasi mai,100.0,Sì,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",21,14.0,1.0,7.0,4.0,4.0,5.0,4.0,1.0,7.0,1.0,5.0,5.0,5.0,1.0,6.0,0.0,0.0,2.0,1,1,2,2,2.9922868815519506,1.5714285714285712
Femmina,28.0,Con un partner,Metropoli  ,Italia,Nord,Laurea magistrale,Lavoratore a tempo pieno,121.0,70.0,Prima delle 23,6-7 ore,100.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,1.0,1.0,0.0,0.0,100.0,Sì,3.0,72.0,Sì,Più di 5 km,metro,No,Quasi mai,Raramente,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,67.0,No,999,Più di 2 litri,Quasi mai,100.0,Sì,Sì,Quasi sempre,Sì,Per lo sport,21,13.0,10.0,1.0,2.0,10.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,1.0,0.0,4.0,1,1,3,2,1.4596054123206823,3.2142857142857144
Maschio,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,117.0,72.0,Dopo l'1,4-6 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,6.0,100.0,Sì,Più di 5 km,metro,Sì,A volte,A volte,No,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,0.0,No,999,Più di 2 litri,Quasi mai,100.0,Sì,Sì,Quasi sempre,Sì,Per la mia forma fisica,18,7.0,14.0,0.0,3.0,12.0,1.0,2.0,7.0,4.0,5.0,7.0,5.0,5.0,1.0,0.0,1.0,15.0,0.0,0,0,0,2,-4.338382377452344,-2.0
Femmina,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Lavoratore part time,210.0,49.0,Tra le 23 e l'1,7-8 ore,65.0,Sì,Prima dei 18 anni,Altro:,No,999,999,Sì,0.0,0.0,0.0,0.0,78.0,Sì,4.0,72.0,Sì,Più di 5 km,auto,Sì,Quasi mai,Raramente,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,49.0,No,999,Tra 1 e 2 litri,Quasi mai,69.0,Sì,Sì,Quasi sempre,Sì,Per la mia forma fisica,18,7.0,7.0,3.0,4.0,5.0,1.0,2.0,6.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,2,1,3,2,-2.400508275614151,2.0
Maschio,18.0,Genitori/genitore,Paese ,Italia,Nord,Licenza media,Disoccupato,129.0,76.0,Tra le 23 e l'1,4-6 ore,68.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,No,1.0,3.0,1.0,6.0,28.0,No,0.0,50.0,999,Meno di 1 km,metro,No,Quasi mai,A volte,No,No,No,999,999,No,999,Genitori,70.0,Sì,Colazione,Tra 1 e 2 litri,Spesso,61.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,16,7.0,11.0,1.0,8.0,8.0,6.0,5.0,0.0,0.0,5.0,2.0,0.0,2.0,6.0,3.0,0.0,8.0,0.0,0,1,0,4,-2.1474863492845797,-6.571428571428571
Femmina,22.0,Genitori/genitore,Citta,Italia,Nord,Maturità,"Studente,Lavoratore part time",109.0,78.0,Tra le 23 e l'1,6-7 ore,74.0,Sì,Dopo i 18 anni,"Sigaretta,Tabacco da rollare",Sì,Leggere,Occasionalmente,No,5.0,0.0,1.0,2.0,0.0,No,0.0,50.0,999,Più di 5 km,"metro,bici,piedi",Sì,Spesso,Raramente,No,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,30.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,84.0,No,Sì,Quasi sempre,No,999,999,10.0,14.0,4.0,8.0,4.0,2.0,5.0,5.0,2.0,0.0,0.0,7.0,2.0,1.0,3.0,3.0,0.0,2.0,1,4,3,3,-1.5282744972462496,1.3571428571428572
Maschio,22.0,Coinquilini,Metropoli  ,Italia,Nord,Maturità,Studente,105.0,54.0,Dopo l'1,6-7 ore,85.0,Sì,Prima dei 18 anni,Tabacco da rollare,Sì,Leggere,Abitualmente,No,1.0,3.0,1.0,1.0,100.0,Sì,3.0,63.0,No,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,22.0,Sì,"Colazione,Pranzo",Meno di 1 litro,Spesso,99.0,Sì,Sì,A volte,Sì,Quando sono andato a vivere da solo,19,1.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1,1,2,4,-9.13362047269044,-0.8571428571428572
Maschio,19.0,Genitori/genitore,Citta,Italia,Sud,Licenza media,Lavoratore part time,123.0,80.0,Dopo l'1,7-8 ore,77.0,Occasionalmente,999,999,No,999,999,No,2.0,1.0,1.0,1.0,73.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,No,999,Genitori,63.0,No,999,Tra 1 e 2 litri,Spesso,83.0,No,Sì,A volte,No,999,999,1.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,15.0,10.0,3.0,2,1,0,4,-8.990763329833296,-4.714285714285714
Maschio,21.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,125.0,77.0,Dopo l'1,7-8 ore,85.0,Sì,Prima dei 18 anni,"Sigaretta,Tabacco da rollare",Sì,Leggere,Occasionalmente,No,4.0,7.0,1.0,2.0,81.0,Sì,3.0,79.0,No,Più di 5 km,"auto,metro",Sì,Quasi mai,Raramente,No,No,No,999,999,A volte,999,Genitori,28.0,No,999,Più di 2 litri,Raramente,76.0,No,Sì,Raramente,No,999,999,12.0,12.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,10.0,2.0,2,1,3,3,0.23919415856584952,-3.0
Femmina,28.0,Con un partner,Metropoli  ,Italia,Sud,Maturità,Lavoratore part time,196.0,58.0,Prima delle 23,7-8 ore,100.0,Sì,Dopo i 18 anni,Tabacco da rollare,Sì,Leggere,Occasionalmente,No,1.0,0.0,0.0,0.0,100.0,Sì,6.0,100.0,No,Tra 1 e 5 km,"metro,bici,piedi",Sì,Spesso,Quasi sempre,No,No,No,999,999,A volte,999,Io,43.0,No,999,Tra 1 e 2 litri,Raramente,87.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per lo sport",999,7.0,14.0,10.0,9.0,9.0,4.0,8.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,2.0,4.0,4.0,2,4,2,3,-0.9147420726563527,7.357142857142858
Maschio,20.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,121.0,78.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,1.0,0.0,1.0,26.0,No,0.0,50.0,999,Più di 5 km,"metro,piedi",Sì,Quasi mai,Quasi mai,Sì,No,No,999,999,A volte,999,Genitori,100.0,No,999,Tra 1 e 2 litri,Raramente,100.0,No,Sì,A volte,No,999,999,6.0,14.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1,1,1,3,-3.871715710785678,0.5714285714285712
Femmina,25.0,Genitori/genitore,Paese ,Italia,Nord,Laurea magistrale,Studente,99.0,73.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,1.0,1.0,1.0,100.0,Sì,2.0,51.0,No,Più di 5 km,metro,Sì,Quasi mai,Quasi mai,No,No,No,999,999,A volte,999,Genitori,63.0,No,999,Tra 1 e 2 litri,Raramente,86.0,No,No,Non so cucinare,Sì,Quando sono andato a vivere da solo,"24, ma solo in Erasmus",10.0,14.0,1.0,6.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1,1,1,3,-3.465590171316559,-0.0714285714285714
Maschio,25.0,Con un partner,Metropoli  ,Italia,Centro,Laurea triennale,Lavoratore a tempo pieno,121.0,66.0,Dopo l'1,6-7 ore,100.0,No,999,999,No,999,999,No,2.0,0.0,0.0,1.0,74.0,No,0.0,50.0,999,Più di 5 km,metro,No,Quasi mai,Spesso,No,No,No,999,999,A volte,999,Io,69.0,Sì,Pranzo,Tra 1 e 2 litri,A volte,89.0,No,Sì,A volte,Sì,Quando sono andato a vivere da solo,20,4.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,7.0,3.0,1,1,4,0,-5.966666666666667,-0.4285714285714288
Femmina,21.0,Genitori/genitore,Paese ,Italia,Nord,Maturità,Studente,202.0,52.0,Tra le 23 e l'1,6-7 ore,60.0,Occasionalmente,999,999,No,999,999,No,1.0,1.0,1.0,1.0,100.0,Sì,6.0,88.0,Sì,Più di 5 km,"auto,metro",Sì,Raramente,Raramente,No,No,Sì,Abitualmente,Per uno sport,A volte,999,Io,43.0,Sì,Pranzo,Tra 1 e 2 litri,A volte,22.0,Sì,Sì,A volte,Sì,"Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",17,1.0,11.0,0.0,4.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1,3,3,0,-7.269097004755916,5.428571428571429
Femmina,22.0,Genitori/genitore,Citta,Italia,Nord,Maturità,Studente,206.0,48.0,Tra le 23 e l'1,7-8 ore,90.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,No,0.0,0.0,1.0,0.0,100.0,Sì,3.0,94.0,No,Più di 5 km,"metro,bici",Sì,Spesso,Spesso,No,No,No,999,999,No,999,Genitori,19.0,No,999,Meno di 1 litro,A volte,68.0,No,No,Non so cucinare,No,999,999,3.0,12.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,10.0,2.0,2,4,4,0,-6.9179711236975105,6.357142857142858
Femmina,20.0,Coinquilini,Metropoli  ,Italia,Nord,Maturità,Lavoratore part time,101.0,51.0,Tra le 23 e l'1,4-6 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,No,3.0,4.0,0.0,9.0,50.0,No,0.0,50.0,999,Tra 1 e 5 km,metro,Sì,Quasi mai,Quasi mai,Sì,No,No,999,999,No,999,Usiamo solo servizi di delivery,0.0,Sì,"Colazione,Pranzo,Cena",Tra 1 e 2 litri,Spesso,100.0,No,No,Non so cucinare,Sì,Quando sono andato a vivere da solo,19,1.0,12.0,10.0,0.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,5.0,7.0,7.0,5.0,0,1,1,4,-2.8991743036670083,-6.785714285714286
